location_id,product_id,kpi_date,revenue,units_sold,avg_price,gross_margin_pct,units_per_day
1,59,2026-03-06,74.28,2,37.14,28.1,2
1,59,2026-03-07,14.99,0,0.0,34.57,0
1,59,2026-03-08,51.62,2,25.81,41.09,2
1,59,2026-03-09,41.89,0,0.0,47.79,0
1,59,2026-03-10,23.13,0,0.0,35.07,0
1,59,2026-03-11,54.63,1,54.63,25.98,1
1,59,2026-03-12,34.82,2,17.41,27.38,2
1,59,2026-03-13,42.05,1,42.05,31.87,1
1,59,2026-03-14,61.21,2,30.61,38.91,2
1,59,2026-03-15,29.41,0,0.0,34.83,0
1,59,2026-03-16,37.78,1,37.78,46.22,1
1,59,2026-03-17,71.92,4,17.98,34.35,4
1,36,2026-02-15,444.65,39,11.4,26.2,39
1,36,2026-02-16,34.27,2,17.13,33.07,2
1,36,2026-02-17,383.5,13,29.5,29.25,13
1,36,2026-02-18,118.35,2,59.18,34.22,2
1,36,2026-02-19,413.17,8,51.65,48.35,8
1,36,2026-02-20,352.62,17,20.74,44.62,17
1,36,2026-02-21,96.24,2,48.12,26.88,2
1,36,2026-02-22,261.24,7,37.32,45.31,7
1,36,2026-02-23,145.86,8,18.23,28.44,8
1,36,2026-02-24,258.1,17,15.18,46.55,17
1,36,2026-02-25,379.68,8,47.46,49.15,8
1,36,2026-02-26,198.83,7,28.4,28.06,7
1,36,2026-02-27,240.13,7,34.3,41.53,7
1,36,2026-02-28,556.57,24,23.19,43.27,24
1,36,2026-03-01,174.21,8,21.78,32.41,8
1,36,2026-03-02,57.95,1,57.95,46.82,1
1,36,2026-03-03,312.65,7,44.66,30.15,7
1,36,2026-03-04,70.54,1,70.54,26.51,1
1,36,2026-03-05,33.31,1,33.31,45.46,1
1,36,2026-03-06,119.97,8,15.0,30.22,8
1,36,2026-03-07,297.31,9,33.03,46.46,9
1,36,2026-03-08,474.08,21,22.58,36.35,21
1,36,2026-03-09,82.64,2,41.32,47.85,2
1,36,2026-03-10,154.44,6,25.74,49.38,6
1,36,2026-03-11,398.06,13,30.62,44.5,13
1,36,2026-03-12,108.44,5,21.69,29.1,5
1,36,2026-03-13,138.66,3,46.22,41.21,3
1,36,2026-03-14,114.76,2,57.38,43.63,2
1,36,2026-03-15,195.68,4,48.92,29.68,4
1,36,2026-03-16,33.94,0,0.0,36.32,0
1,36,2026-03-17,156.98,3,52.33,27.1,3
1,58,2026-02-15,161.7,10,16.17,37.55,10
1,58,2026-02-16,98.93,8,12.37,31.81,8
1,58,2026-02-17,35.28,0,0.0,43.3,0
1,58,2026-02-18,95.47,4,23.87,35.07,4
1,58,2026-02-19,130.52,4,32.63,37.34,4
1,58,2026-02-20,85.1,2,42.55,41.16,2
1,58,2026-02-21,250.65,13,19.28,26.33,13
1,58,2026-02-22,34.12,1,34.12,26.65,1
1,58,2026-02-23,29.55,1,29.55,40.51,1
1,58,2026-02-24,159.87,6,26.64,27.53,6
1,58,2026-02-25,177.13,3,59.04,31.71,3
1,58,2026-02-26,46.17,1,46.17,33.69,1
1,58,2026-02-27,80.33,2,40.17,43.35,2
1,58,2026-02-28,40.11,1,40.11,42.51,1
1,58,2026-03-01,130.88,5,26.18,47.67,5
1,58,2026-03-02,54.89,2,27.44,26.74,2
1,58,2026-03-03,55.5,1,55.5,28.55,1
1,58,2026-03-04,17.17,0,0.0,33.35,0
1,58,2026-03-05,47.31,2,23.65,26.92,2
1,58,2026-03-06,173.36,3,57.79,39.85,3
1,58,2026-03-07,230.27,6,38.38,37.21,6
1,58,2026-03-08,94.18,6,15.7,45.47,6
1,58,2026-03-09,117.05,2,58.52,45.88,2
1,58,2026-03-10,138.3,8,17.29,28.66,8
1,58,2026-03-11,36.83,1,36.83,43.4,1
1,58,2026-03-12,103.29,2,51.65,49.74,2
1,58,2026-03-13,58.51,1,58.51,34.11,1
1,58,2026-03-14,20.86,0,0.0,42.75,0
1,58,2026-03-15,247.68,6,41.28,46.42,6
1,58,2026-03-16,151.82,4,37.95,27.82,4
1,58,2026-03-17,171.94,4,42.99,25.52,4
1,48,2026-02-15,1528.55,34,44.96,41.48,34
1,48,2026-02-16,213.58,7,30.51,31.11,7
1,48,2026-02-17,868.44,17,51.08,33.99,17
1,48,2026-02-18,822.48,46,17.88,48.87,46
1,48,2026-02-19,655.89,13,50.45,46.93,13
1,48,2026-02-20,657.32,14,46.95,36.23,14
1,48,2026-02-21,1097.72,35,31.36,31.63,35
1,48,2026-02-22,1087.65,23,47.29,34.78,23
1,48,2026-02-23,425.33,8,53.17,32.73,8
1,48,2026-02-24,110.63,3,36.88,33.58,3
1,48,2026-02-25,702.44,25,28.1,36.38,25
1,48,2026-02-26,917.64,22,41.71,32.21,22
1,48,2026-02-27,991.78,33,30.05,42.14,33
1,48,2026-02-28,750.82,46,16.32,49.17,46
1,48,2026-03-01,894.51,24,37.27,32.59,24
1,48,2026-03-02,328.93,7,46.99,25.39,7
1,48,2026-03-03,112.11,5,22.42,39.83,5
1,48,2026-03-04,140.35,6,23.39,35.76,6
1,48,2026-03-05,711.73,70,10.17,31.29,70
1,48,2026-03-06,516.59,24,21.52,46.48,24
1,48,2026-03-07,844.95,20,42.25,28.88,20
1,48,2026-03-08,235.18,11,21.38,49.9,11
1,48,2026-03-09,254.95,7,36.42,27.02,7
1,48,2026-03-10,301.66,10,30.17,33.87,10
1,48,2026-03-11,906.0,25,36.24,35.56,25
1,48,2026-03-12,935.1,67,13.96,31.53,67
1,48,2026-03-13,363.64,16,22.73,39.1,16
1,48,2026-03-14,1030.42,44,23.42,39.45,44
1,48,2026-03-15,930.13,51,18.24,28.39,51
1,48,2026-03-16,537.9,24,22.41,27.14,24
1,48,2026-03-17,710.63,20,35.53,38.65,20
2,119,2026-02-15,451.0,10,45.1,35.92,10
2,119,2026-02-16,137.85,4,34.46,32.83,4
2,119,2026-02-17,653.36,16,40.84,36.71,16
2,119,2026-02-18,377.85,14,26.99,35.26,14
2,119,2026-02-19,66.97,2,33.49,48.94,2
2,119,2026-02-20,302.47,7,43.21,40.38,7
2,119,2026-02-21,334.28,16,20.89,37.81,16
2,119,2026-02-22,154.25,4,38.56,39.14,4
2,119,2026-02-23,222.31,5,44.46,34.82,5
2,119,2026-02-24,347.39,33,10.53,45.19,33
2,119,2026-02-25,683.54,24,28.48,26.36,24
2,119,2026-02-26,85.06,1,85.06,41.25,1
2,119,2026-02-27,289.11,20,14.46,32.26,20
2,119,2026-02-28,459.72,19,24.2,26.52,19
2,119,2026-03-01,899.17,24,37.47,43.48,24
2,119,2026-03-02,80.25,4,20.06,28.6,4
2,119,2026-03-03,564.54,18,31.36,30.59,18
2,119,2026-03-04,597.0,13,45.92,32.52,13
2,119,2026-03-05,257.18,5,51.44,25.16,5
2,119,2026-03-06,333.59,8,41.7,27.87,8
2,119,2026-03-07,62.79,1,62.79,28.03,1
2,119,2026-03-08,127.48,7,18.21,36.84,7
2,119,2026-03-09,577.95,20,28.9,26.39,20
2,119,2026-03-10,107.47,4,26.87,49.57,4
2,119,2026-03-11,503.71,11,45.79,38.67,11
2,119,2026-03-12,666.85,17,39.23,46.48,17
2,119,2026-03-13,528.58,19,27.82,40.9,19
2,119,2026-03-14,219.88,5,43.98,41.44,5
2,119,2026-03-15,225.08,5,45.02,38.67,5
2,119,2026-03-16,387.67,17,22.8,41.69,17
2,119,2026-03-17,848.51,28,30.3,41.69,28
2,74,2026-02-15,204.72,5,40.94,27.68,5
2,74,2026-02-16,138.5,5,27.7,25.7,5
2,74,2026-02-17,169.11,5,33.82,25.28,5
2,74,2026-02-18,124.75,3,41.58,47.33,3
2,74,2026-02-19,209.0,17,12.29,47.68,17
2,74,2026-02-20,299.96,10,30.0,43.08,10
2,74,2026-02-21,142.97,2,71.49,33.94,2
2,74,2026-02-22,332.27,11,30.21,33.72,11
2,74,2026-02-23,231.15,9,25.68,26.57,9
2,74,2026-02-24,238.76,9,26.53,42.98,9
2,74,2026-02-25,138.14,3,46.05,44.67,3
2,74,2026-02-26,107.61,2,53.8,32.57,2
2,74,2026-02-27,151.23,3,50.41,41.13,3
2,74,2026-02-28,169.24,5,33.85,41.47,5
2,74,2026-03-01,290.56,6,48.43,44.38,6
2,74,2026-03-02,192.86,12,16.07,33.1,12
2,74,2026-03-03,320.18,13,24.63,40.44,13
2,74,2026-03-04,176.21,14,12.59,46.3,14
2,74,2026-03-05,77.29,5,15.46,27.66,5
2,74,2026-03-06,278.55,9,30.95,44.0,9
2,74,2026-03-07,423.71,10,42.37,43.32,10
2,74,2026-03-08,108.94,2,54.47,29.35,2
2,74,2026-03-09,275.57,6,45.93,35.5,6
2,74,2026-03-10,36.44,1,36.44,27.86,1
2,74,2026-03-11,232.85,18,12.94,44.08,18
2,74,2026-03-12,248.77,5,49.75,48.09,5
2,74,2026-03-13,148.77,3,49.59,34.44,3
2,74,2026-03-14,403.69,12,33.64,29.99,12
2,74,2026-03-15,160.71,5,32.14,32.15,5
2,74,2026-03-16,105.46,6,17.58,45.35,6
2,74,2026-03-17,292.97,16,18.31,39.55,16
2,102,2026-02-15,834.19,22,37.92,30.09,22
2,102,2026-02-16,736.04,16,46.0,33.99,16
2,102,2026-02-17,440.23,13,33.86,26.8,13
2,102,2026-02-18,236.7,6,39.45,47.77,6
2,102,2026-02-19,608.45,20,30.42,45.81,20
2,102,2026-02-20,620.29,21,29.54,33.8,21
2,102,2026-02-21,791.16,24,32.96,28.45,24
2,102,2026-02-22,135.69,5,27.14,34.4,5
2,102,2026-02-23,129.29,9,14.37,44.56,9
2,102,2026-02-24,329.63,22,14.98,30.76,22
2,102,2026-02-25,639.42,27,23.68,30.6,27
2,102,2026-02-26,839.71,17,49.39,31.28,17
2,102,2026-02-27,743.94,58,12.83,46.79,58
2,102,2026-02-28,1187.0,91,13.04,39.38,91
2,102,2026-03-01,1322.89,27,49.0,37.5,27
2,102,2026-03-02,444.02,36,12.33,42.44,36
2,102,2026-03-03,154.18,5,30.84,47.93,5
2,102,2026-03-04,319.45,28,11.41,33.45,28
2,102,2026-03-05,318.89,13,24.53,44.12,13
2,102,2026-03-06,169.92,5,33.98,43.35,5
2,102,2026-03-07,1138.88,31,36.74,46.96,31
2,102,2026-03-08,337.55,26,12.98,48.7,26
2,102,2026-03-09,877.15,23,38.14,44.14,23
2,102,2026-03-10,90.82,1,90.82,48.75,1
2,102,2026-03-11,542.85,15,36.19,27.01,15
2,102,2026-03-12,598.62,12,49.89,31.76,12
2,102,2026-03-13,109.35,9,12.15,37.69,9
2,102,2026-03-14,901.63,33,27.32,32.59,33
2,102,2026-03-15,1300.21,26,50.01,25.54,26
2,102,2026-03-16,119.04,2,59.52,45.28,2
2,102,2026-03-17,604.38,13,46.49,42.05,13
2,100,2026-02-15,831.95,25,33.28,26.3,25
2,100,2026-02-16,597.29,15,39.82,35.74,15
2,100,2026-02-17,374.36,24,15.6,35.95,24
2,100,2026-02-18,801.93,16,50.12,34.19,16
2,100,2026-02-19,227.36,8,28.42,26.45,8
2,100,2026-02-20,252.0,7,36.0,30.68,7
2,100,2026-02-21,915.51,20,45.78,44.83,20
2,100,2026-02-22,679.86,13,52.3,25.37,13
2,100,2026-02-23,637.97,15,42.53,26.92,15
2,100,2026-02-24,151.29,8,18.91,26.09,8
2,100,2026-02-25,361.16,9,40.13,31.11,9
2,100,2026-02-26,277.35,8,34.67,36.97,8
2,100,2026-02-27,186.17,14,13.3,31.25,14
2,100,2026-02-28,619.76,20,30.99,43.38,20
2,100,2026-03-01,547.73,11,49.79,30.51,11
2,100,2026-03-02,609.89,12,50.82,44.51,12
2,100,2026-03-03,264.43,7,37.78,38.17,7
2,100,2026-03-04,325.76,8,40.72,37.59,8
2,100,2026-03-05,105.89,2,52.95,42.64,2
2,100,2026-03-06,466.25,22,21.19,30.09,22
2,100,2026-03-07,197.26,4,49.31,30.76,4
2,100,2026-03-08,814.74,44,18.52,34.31,44
2,100,2026-03-09,722.63,46,15.71,49.45,46
2,100,2026-03-10,551.33,15,36.76,36.34,15
2,100,2026-03-11,120.77,4,30.19,25.84,4
2,100,2026-03-12,302.31,11,27.48,45.68,11
2,100,2026-03-13,131.83,6,21.97,40.24,6
2,100,2026-03-14,549.38,12,45.78,34.62,12
2,100,2026-03-15,155.67,8,19.46,29.61,8
2,100,2026-03-16,441.85,36,12.27,32.63,36
2,100,2026-03-17,573.08,23,24.92,25.65,23
2,113,2026-02-15,1386.18,30,46.21,48.07,30
2,113,2026-02-16,1448.6,34,42.61,39.77,34
2,113,2026-02-17,1248.54,52,24.01,45.73,52
2,113,2026-02-18,927.09,34,27.27,43.23,34
2,113,2026-02-19,1176.13,95,12.38,27.73,95
2,113,2026-02-20,693.47,17,40.79,41.95,17
2,113,2026-02-21,2014.53,42,47.97,36.59,42
2,113,2026-02-22,1310.32,40,32.76,37.97,40
2,113,2026-02-23,374.19,14,26.73,43.64,14
2,113,2026-02-24,1615.06,105,15.38,25.38,105
2,113,2026-02-25,1397.05,29,48.17,27.14,29
2,113,2026-02-26,426.12,13,32.78,33.44,13
2,113,2026-02-27,851.09,24,35.46,34.04,24
2,113,2026-02-28,1386.99,33,42.03,45.26,33
2,113,2026-03-01,1604.68,107,15.0,39.21,107
2,113,2026-03-02,652.38,31,21.04,29.47,31
2,113,2026-03-03,757.18,27,28.04,36.66,27
2,113,2026-03-04,1697.76,58,29.27,46.11,58
2,113,2026-03-05,476.91,38,12.55,48.47,38
2,113,2026-03-06,524.36,15,34.96,32.85,15
2,113,2026-03-07,251.2,14,17.94,44.15,14
2,113,2026-03-08,694.08,15,46.27,28.18,15
2,113,2026-03-09,1068.53,67,15.95,40.45,67
2,113,2026-03-10,169.88,11,15.44,25.96,11
2,113,2026-03-11,987.87,22,44.9,39.5,22
2,113,2026-03-12,212.46,5,42.49,26.52,5
2,113,2026-03-13,1498.69,73,20.53,31.44,73
2,113,2026-03-14,1647.69,37,44.53,33.83,37
2,113,2026-03-15,1744.38,51,34.2,33.74,51
2,113,2026-03-16,250.39,9,27.82,37.78,9
2,113,2026-03-17,522.32,22,23.74,34.28,22
2,83,2026-02-15,101.38,3,33.79,41.05,3
2,83,2026-02-16,79.19,5,15.84,33.16,5
2,83,2026-02-17,69.25,2,34.62,35.2,2
2,83,2026-02-18,66.55,2,33.27,49.34,2
2,83,2026-02-19,56.21,3,18.74,26.12,3
2,83,2026-02-20,90.22,1,90.22,25.64,1
2,83,2026-02-21,90.89,2,45.45,37.77,2
2,83,2026-02-22,88.88,2,44.44,39.54,2
2,83,2026-02-23,40.4,2,20.2,45.77,2
2,83,2026-02-24,8.86,0,0.0,34.53,0
2,83,2026-02-25,89.31,6,14.89,26.93,6
2,83,2026-02-26,83.56,4,20.89,37.59,4
2,83,2026-02-27,67.22,2,33.61,35.45,2
2,83,2026-02-28,92.69,2,46.34,38.19,2
2,83,2026-03-01,18.53,0,0.0,38.11,0
2,83,2026-03-02,44.18,2,22.09,45.9,2
2,83,2026-03-03,31.03,1,31.03,31.08,1
2,83,2026-03-04,85.54,3,28.51,36.4,3
2,83,2026-03-05,78.02,5,15.6,31.03,5
2,83,2026-03-06,70.01,1,70.01,34.05,1
2,83,2026-03-07,48.35,1,48.35,47.87,1
2,83,2026-03-08,82.9,2,41.45,36.22,2
2,83,2026-03-09,45.47,1,45.47,45.67,1
2,83,2026-03-10,17.76,0,0.0,44.41,0
2,83,2026-03-11,38.51,1,38.51,28.45,1
2,83,2026-03-12,33.44,1,33.44,32.85,1
2,83,2026-03-13,14.59,0,0.0,49.58,0
2,83,2026-03-14,68.46,1,68.46,44.32,1
2,83,2026-03-15,133.92,2,66.96,25.39,2
2,83,2026-03-16,17.85,0,0.0,38.86,0
2,83,2026-03-17,94.09,2,47.05,28.16,2
2,122,2026-02-15,108.45,3,36.15,42.25,3
2,122,2026-02-16,757.3,49,15.46,46.67,49
2,122,2026-02-17,743.85,16,46.49,33.86,16
2,122,2026-02-18,392.24,12,32.69,42.8,12
2,122,2026-02-19,163.36,3,54.45,47.46,3
2,122,2026-02-20,550.48,15,36.7,49.85,15
2,122,2026-02-21,130.43,3,43.48,33.87,3
2,122,2026-02-22,553.18,20,27.66,36.24,20
2,122,2026-02-23,730.67,33,22.14,36.93,33
2,122,2026-02-24,157.31,9,17.48,44.15,9
2,122,2026-02-25,847.18,17,49.83,27.09,17
2,122,2026-02-26,737.14,21,35.1,34.25,21
2,122,2026-02-27,692.42,27,25.65,35.96,27
2,122,2026-02-28,584.52,17,34.38,48.62,17
2,122,2026-03-01,215.22,9,23.91,33.53,9
2,122,2026-03-02,494.06,10,49.41,39.5,10
2,122,2026-03-03,664.87,24,27.7,33.07,24
2,122,2026-03-04,374.82,21,17.85,28.58,21
2,122,2026-03-05,747.51,18,41.53,49.73,18
2,122,2026-03-06,189.72,6,31.62,39.38,6
2,122,2026-03-07,649.67,46,14.12,32.12,46
2,122,2026-03-08,190.31,9,21.15,35.97,9
2,122,2026-03-09,778.77,36,21.63,47.94,36
2,122,2026-03-10,759.37,18,42.19,48.11,18
2,122,2026-03-11,479.96,30,16.0,30.17,30
2,122,2026-03-12,787.56,19,41.45,25.68,19
2,122,2026-03-13,823.45,17,48.44,38.5,17
2,122,2026-03-14,843.69,82,10.29,45.81,82
2,122,2026-03-15,130.62,7,18.66,48.55,7
2,122,2026-03-16,565.02,14,40.36,38.02,14
2,122,2026-03-17,843.72,38,22.2,27.74,38
2,76,2026-02-15,926.12,21,44.1,36.11,21
2,76,2026-02-16,420.6,20,21.03,46.61,20
2,76,2026-02-17,977.41,24,40.73,27.91,24
2,76,2026-02-18,391.97,29,13.52,44.83,29
2,76,2026-02-19,681.03,29,23.48,37.68,29
2,76,2026-02-20,335.89,9,37.32,37.82,9
2,76,2026-02-21,972.99,25,38.92,32.87,25
2,76,2026-02-22,975.39,35,27.87,48.31,35
2,76,2026-02-23,786.49,34,23.13,46.04,34
2,76,2026-02-24,653.24,14,46.66,25.89,14
2,76,2026-02-25,670.79,65,10.32,28.42,65
2,76,2026-02-26,371.41,7,53.06,41.83,7
2,76,2026-02-27,323.35,20,16.17,45.35,20
2,76,2026-02-28,919.17,43,21.38,29.96,43
2,76,2026-03-01,1355.32,28,48.4,46.43,28
2,76,2026-03-02,774.43,76,10.19,26.68,76
2,76,2026-03-03,532.11,29,18.35,29.45,29
2,76,2026-03-04,467.58,22,21.25,34.51,22
2,76,2026-03-05,628.86,17,36.99,37.11,17
2,76,2026-03-06,587.35,34,17.28,32.5,34
2,76,2026-03-07,346.97,16,21.69,37.13,16
2,76,2026-03-08,954.42,37,25.8,33.93,37
2,76,2026-03-09,496.56,35,14.19,27.81,35
2,76,2026-03-10,809.87,20,40.49,32.18,20
2,76,2026-03-11,843.81,36,23.44,41.56,36
2,76,2026-03-12,179.96,6,29.99,32.97,6
2,76,2026-03-13,178.72,4,44.68,42.62,4
2,76,2026-03-14,1055.71,35,30.16,45.12,35
2,76,2026-03-15,791.2,29,27.28,30.87,29
2,76,2026-03-16,340.21,11,30.93,47.25,11
2,76,2026-03-17,852.51,68,12.54,44.29,68
2,112,2026-02-15,147.38,6,24.56,34.78,6
2,112,2026-02-16,145.61,5,29.12,47.81,5
2,112,2026-02-17,108.71,2,54.36,33.5,2
2,112,2026-02-18,296.69,13,22.82,35.25,13
2,112,2026-02-19,194.68,11,17.7,30.16,11
2,112,2026-02-20,202.07,4,50.52,40.33,4
2,112,2026-02-21,164.63,4,41.16,25.5,4
2,112,2026-02-22,284.4,6,47.4,27.26,6
2,112,2026-02-23,230.71,4,57.68,44.17,4
2,112,2026-02-24,204.95,5,40.99,37.97,5
2,112,2026-02-25,145.81,8,18.23,28.92,8
2,112,2026-02-26,186.78,4,46.7,30.73,4
2,112,2026-02-27,283.6,6,47.27,33.29,6
2,112,2026-02-28,108.45,2,54.22,48.5,2
2,112,2026-03-01,48.24,4,12.06,48.51,4
2,112,2026-03-02,56.21,2,28.1,37.12,2
2,112,2026-03-03,71.23,3,23.74,30.75,3
2,112,2026-03-04,312.9,15,20.86,31.81,15
2,112,2026-03-05,65.38,1,65.38,41.38,1
2,112,2026-03-06,56.12,1,56.12,31.75,1
2,112,2026-03-07,62.93,4,15.73,43.05,4
2,112,2026-03-08,294.87,11,26.81,25.37,11
2,112,2026-03-09,257.78,7,36.83,28.8,7
2,112,2026-03-10,216.63,5,43.33,29.86,5
2,112,2026-03-11,171.71,7,24.53,33.09,7
2,112,2026-03-12,214.21,19,11.27,31.85,19
2,112,2026-03-13,103.87,5,20.77,41.4,5
2,112,2026-03-14,206.67,9,22.96,27.33,9
2,112,2026-03-15,515.14,15,34.34,37.08,15
2,112,2026-03-16,378.75,12,31.56,31.12,12
2,112,2026-03-17,29.51,0,0.0,34.84,0
2,126,2026-02-15,50.36,1,50.36,27.71,1
2,126,2026-02-16,24.7,0,0.0,34.93,0
2,126,2026-02-17,24.45,0,0.0,39.08,0
2,126,2026-02-18,65.7,2,32.85,45.24,2
2,126,2026-02-19,84.9,6,14.15,29.23,6
2,126,2026-02-20,84.32,2,42.16,31.25,2
2,126,2026-02-21,28.42,0,0.0,36.84,0
2,126,2026-02-22,82.84,2,41.42,30.81,2
2,126,2026-02-23,81.57,4,20.39,32.79,4
2,126,2026-02-24,34.86,2,17.43,33.04,2
2,126,2026-02-25,53.18,2,26.59,25.14,2
2,126,2026-02-26,63.22,1,63.22,44.87,1
2,126,2026-02-27,64.22,2,32.11,41.3,2
2,126,2026-02-28,45.31,1,45.31,37.86,1
2,126,2026-03-01,140.29,2,70.15,27.04,2
2,126,2026-03-02,15.22,0,0.0,34.39,0
2,126,2026-03-03,70.52,4,17.63,43.7,4
2,126,2026-03-04,24.22,0,0.0,49.3,0
2,126,2026-03-05,10.52,0,0.0,29.27,0
2,126,2026-03-06,76.13,2,38.07,43.72,2
2,126,2026-03-07,70.63,2,35.32,32.42,2
2,126,2026-03-08,57.98,2,28.99,48.05,2
2,126,2026-03-09,69.38,2,34.69,40.38,2
2,126,2026-03-10,40.0,1,40.0,28.54,1
2,126,2026-03-11,47.81,2,23.91,40.35,2
2,126,2026-03-12,79.23,2,39.62,31.28,2
2,126,2026-03-13,50.96,1,50.96,48.18,1
2,126,2026-03-14,83.69,1,83.69,28.38,1
2,126,2026-03-15,82.15,1,82.15,25.25,1
2,126,2026-03-16,45.29,2,22.64,26.68,2
2,126,2026-03-17,98.5,4,24.62,29.69,4
2,103,2026-02-15,145.38,4,36.34,33.28,4
2,103,2026-02-16,15.73,0,0.0,28.91,0
2,103,2026-02-17,57.55,1,57.55,30.65,1
2,103,2026-02-18,109.85,2,54.92,31.86,2
2,103,2026-02-19,120.05,2,60.02,39.61,2
2,103,2026-02-20,55.52,1,55.52,35.08,1
2,103,2026-02-21,63.48,2,31.74,41.48,2
2,103,2026-02-22,26.37,1,26.37,43.27,1
2,103,2026-02-23,51.25,2,25.62,27.56,2
2,103,2026-02-24,128.79,3,42.93,44.15,3
2,103,2026-02-25,55.0,1,55.0,39.8,1
2,103,2026-02-26,39.34,0,0.0,46.78,0
2,103,2026-02-27,110.1,3,36.7,29.2,3
2,103,2026-02-28,133.1,2,66.55,27.28,2
2,103,2026-03-01,166.56,10,16.66,29.12,10
2,103,2026-03-02,114.63,4,28.66,47.4,4
2,103,2026-03-03,15.34,0,0.0,35.99,0
2,103,2026-03-04,114.1,4,28.53,37.51,4
2,103,2026-03-05,27.64,0,0.0,34.43,0
2,103,2026-03-06,51.28,1,51.28,32.79,1
2,103,2026-03-07,92.81,2,46.41,47.08,2
2,103,2026-03-08,156.09,3,52.03,48.64,3
2,103,2026-03-09,129.59,3,43.2,46.0,3
2,103,2026-03-10,81.4,2,40.7,44.72,2
2,103,2026-03-11,81.73,2,40.86,35.89,2
2,103,2026-03-12,59.63,5,11.93,34.14,5
2,103,2026-03-13,86.58,2,43.29,43.21,2
2,103,2026-03-14,51.72,1,51.72,49.95,1
2,103,2026-03-15,200.26,7,28.61,29.48,7
2,103,2026-03-16,130.64,12,10.89,36.05,12
2,103,2026-03-17,86.5,8,10.81,32.76,8
2,117,2026-02-15,31.44,1,31.44,31.34,1
2,117,2026-02-16,117.86,3,39.29,25.84,3
2,117,2026-02-17,47.25,1,47.25,26.1,1
2,117,2026-02-18,120.31,5,24.06,40.63,5
2,117,2026-02-19,140.28,3,46.76,46.58,3
2,117,2026-02-20,147.04,2,73.52,40.81,2
2,117,2026-02-21,109.33,3,36.44,46.87,3
2,117,2026-02-22,145.57,3,48.52,25.95,3
2,117,2026-02-23,14.62,0,0.0,28.83,0
2,117,2026-02-24,119.79,2,59.9,28.29,2
2,117,2026-02-25,67.25,1,67.25,26.4,1
2,117,2026-02-26,79.98,6,13.33,27.44,6
2,117,2026-02-27,91.59,1,91.59,29.85,1
2,117,2026-02-28,106.73,10,10.67,45.93,10
2,117,2026-03-01,175.11,7,25.02,42.73,7
2,117,2026-03-02,118.4,3,39.47,48.61,3
2,117,2026-03-03,72.94,1,72.94,35.08,1
2,117,2026-03-04,140.89,3,46.96,26.62,3
2,117,2026-03-05,131.32,4,32.83,43.22,4
2,117,2026-03-06,17.44,0,0.0,31.89,0
2,117,2026-03-07,42.25,1,42.25,29.32,1
2,117,2026-03-08,139.79,3,46.6,25.08,3
2,117,2026-03-09,49.43,2,24.71,33.54,2
2,117,2026-03-10,82.39,2,41.2,39.15,2
2,117,2026-03-11,57.71,3,19.24,27.26,3
2,117,2026-03-12,113.83,6,18.97,39.78,6
2,117,2026-03-13,167.07,4,41.77,44.72,4
2,117,2026-03-14,52.4,2,26.2,27.03,2
2,117,2026-03-15,157.64,7,22.52,45.93,7
2,117,2026-03-16,113.84,2,56.92,29.78,2
2,117,2026-03-17,119.77,7,17.11,26.33,7
2,123,2026-02-15,1584.22,92,17.22,28.51,92
2,123,2026-02-16,572.66,30,19.09,29.71,30
2,123,2026-02-17,1438.86,84,17.13,32.37,84
2,123,2026-02-18,1410.32,68,20.74,37.25,68
2,123,2026-02-19,947.68,39,24.3,41.05,39
2,123,2026-02-20,786.37,22,35.74,45.79,22
2,123,2026-02-21,234.31,5,46.86,34.64,5
2,123,2026-02-22,1239.82,67,18.5,42.55,67
2,123,2026-02-23,669.05,15,44.6,44.91,15
2,123,2026-02-24,452.17,11,41.11,37.59,11
2,123,2026-02-25,1445.6,34,42.52,27.27,34
2,123,2026-02-26,1120.23,55,20.37,36.69,55
2,123,2026-02-27,187.88,12,15.66,41.46,12
2,123,2026-02-28,489.48,31,15.79,39.67,31
2,123,2026-03-01,1047.96,41,25.56,39.71,41
2,123,2026-03-02,175.02,4,43.76,40.74,4
2,123,2026-03-03,1333.55,129,10.34,35.54,129
2,123,2026-03-04,664.73,18,36.93,27.51,18
2,123,2026-03-05,1623.22,72,22.54,36.67,72
2,123,2026-03-06,388.27,35,11.09,45.23,35
2,123,2026-03-07,978.81,29,33.75,35.87,29
2,123,2026-03-08,940.08,21,44.77,31.31,21
2,123,2026-03-09,677.03,28,24.18,41.96,28
2,123,2026-03-10,521.68,10,52.17,46.94,10
2,123,2026-03-11,1090.77,23,47.42,37.67,23
2,123,2026-03-12,922.7,22,41.94,48.85,22
2,123,2026-03-13,900.34,80,11.25,37.81,80
2,123,2026-03-14,2183.8,48,45.5,49.13,48
2,123,2026-03-15,2240.32,124,18.07,49.31,124
2,123,2026-03-16,1384.37,91,15.21,33.33,91
2,123,2026-03-17,1746.68,35,49.91,32.73,35
2,90,2026-02-15,844.01,20,42.2,36.47,20
2,90,2026-02-16,155.39,15,10.36,28.69,15
2,90,2026-02-17,619.65,28,22.13,27.01,28
2,90,2026-02-18,232.88,12,19.41,27.25,12
2,90,2026-02-19,213.66,5,42.73,46.14,5
2,90,2026-02-20,273.8,9,30.42,33.62,9
2,90,2026-02-21,484.87,12,40.41,42.47,12
